0, 0.000512374
1, -0.000123487
2, 0.000045982
3, -0.000654321
4, 0.000298741
5, -0.000487213
6, 0.000067534
7, 0.000612345
8, -0.000231456
9, 0.000178945
10, -0.000567812
11, 0.000389456
12, -0.000045671
13, 0.000654210
14, -0.000298765
15, 0.000112349
16, -0.000612478
17, 0.000456712
18, -0.000167845
19, 0.000234567
20, -0.000345678
21, 0.000589123
22, -0.000078945
23, 0.000267891
24, -0.000498712
25, 0.000134567
26, -0.000612389
27, 0.000389123
28, -0.000156789
29, 0.000245678
30, -0.000534219
31, 0.000467812
32, -0.000089456
33, 0.000612347
34, -0.000278945
35, 0.000198734
36, -0.000612300
37, 0.000345671
38, -0.000145678
39, 0.000256789
40, -0.000398712
41, 0.000589234
42, -0.000067891
43, 0.000178923
44, -0.000612345
45, 0.000467823
46, -0.000234567
47, 0.000312456
48, -0.000456712
49, 0.000589341
50, -0.000112349
51, 0.000278945
52, -0.000612123
53, 0.000398712
54, -0.000189456
55, 0.000145678
56, -0.000534210
57, 0.000467890
58, -0.000067845
59, 0.000256734
60, -0.000345671
61, 0.000589210
62, -0.000178934
63, 0.000412356
64, -0.000498701
65, 0.000134589
66, -0.000612210
67, 0.000367812
68, -0.000123478
69, 0.000245612
70, -0.000534187
71, 0.000456789
72, -0.000089412
73, 0.000612301
74, -0.000278934
75, 0.000198745
76, -0.000612278
77, 0.000345689
78, -0.000145623
79, 0.000267890
80, -0.000398701
81, 0.000589167
82, -0.000067834
83, 0.000178956
84, -0.000612289
85, 0.000467845
86, -0.000234589
87, 0.000312478
88, -0.000456734
89, 0.000589123
90, -0.000112367
91, 0.000278912
92, -0.000612167
93, 0.000398745
94, -0.000189423
95, 0.000145689
96, -0.000534198
97, 0.000467801
98, -0.000067812
99, 0.000256701
100, -0.000345612
